Jack-O-Lantern,,91,0
Cake,,92,0
Redstone Repeater,,93,0
Redstone Repeater,,94,0
Locked Chest,,95,0
Trapdoor,,96,0
Silverfish Stone,,97,0
Silverfish Cobblestone,,97,1
Silverfish Stone Brick,,97,2
Stone Brick,,98,0
Mossy Stone Brick,,98,1
Cracked Stone Brick,,98,2
Chiseled Stone Brick,,98,3
Brown Mushroom Block,,99,0
Red Mushroom Block,,100,0
Iron Bars,,101,0
Glass Pane,,102,0
Melon Block,,103,0
Pumpkin Vine,,104,0
Melon Vine,,105,0
Vines,,106,0
Fence Gate,,107,0
Brick Stairs,,108,0
Stone Brick Stairs,,109,0
Mycelium,,110,0
Lily Pad,,111,0
Nether Brick,,112,0
Nether Brick Fence,,113,0
Nether Brick Stairs,,114,0
Nether Wart,,115,0
Enchantment Table,,116,0
Brewing Stand,,117,0
Cauldron,,118,0
End Portal Block,,119,0
End Portal Frame,,120,0
End Stone,,121,0
Dragon Egg,,122,0
Redstone Lamp,,123,0
Redstone Lamp,,124,0
Double Oak Wood Slab,,125,0
Double Spruce Wood Slab,,125,1
Double Birch Wood Slab,,125,2
Double Jungle Wood Slab,,125,3
Oak Slab,,126,0
Spruce Slab,,126,1
Birch Slab,,126,2
Jungle Slab,,126,3
Cocoa Plant,,127,0
Sandstone Stairs,,128,0
Emerald Ore,,129,0
Ender Chest,,130,0
Tripwire Hook,,131,0
Tripwire,,132,0
Emerald Block,,133,0
Spruce Stairs,,134,0
Birch Stairs,,135,0
Jungle Stairs,,136,0
Command Block,,137,0
Beacon,,138,0
Cobblestone Wall,,139,0
Mossy Cobblestone Wall,,139,1
Flower Pot,,140,0
Carrot,,141,0
Potatoes,,142,0
Knob,,143,0
Skeleton Head,,144,0
Wither Head,,144,1
Zombie Head,,144,2
Steve Head,,144,3
Creeper Head,,144,4
Anvil,,145,0
Slightly Damaged Anvil,,145,1
Very Damaged Anvil,,145,2
Trapped Chest,,146,0
Gold Weighted Pressure Plate,,147,0
Iron Weighted Pressure Plate,,148,0
Redstone Comparator,,149,0
Redstone Comparator,,150,0
Daylight Sensor,,151,0
Redstone Block,,152,0
Nether Quartz Ore,,153,0
Hopper,,154,0
Quartz Block,,155,0
Chiseled Quartz Block,,155,1
Pillar Quartz Block,,155,2
Quartz Stairs,,156,0
Pressure Plate Rail,,157,0
Dropper,,158,0
White Stained Clay,,159,0
Orange Stained Clay,,159,1
Magenta Stained Clay,,159,2
Light Blue Stained Clay,,159,3
Yellow Stained Clay,,159,4
Lime Stained Clay,,159,5
Pink Stained Clay,,159,6
Gray Stained Clay,,159,7
Light Gray Stained Clay,,159,8
Cyan Stained Clay,,159,9
Purple Stained Clay,,159,10
Blue Stained Clay,,159,11
Brown Stained Clay,,159,12
Green Stained Clay,,159,13
Red Stained Clay,,159,14
Black Stained Clay,,159,15
Hay Bale,,170,0
White Carpet,,171,0
Orange Carpet,,171,1
Magenta Carpet,,171,2
Light Blue Carpet,,171,3
Yellow Carpet,,171,4
Lime Carpet,,171,5
Pink Carpet,,171,6
Gray Carpet,,171,7
Light Gray Carpet,,171,8
Cyan Carpet,,171,9
Purple Carpet,,171,10
Blue Carpet,,171,11
Brown Carpet,,171,12
Green Carpet,,171,13
Red Carpet,,171,14
Black Carpet,,171,15
Hardened Clay,,172,0
Coal Block,,173,0
Iron Shovel,,256,0
Iron Pickaxe,,257,0
Iron Axe,,258,0
Flint and Steel,,259,0
Apple,,260,0
Bow,,261,0
Arrow,,262,0
Coal,,263,0
Charcoal,,263,1
Diamond,,264,0
Iron Ingot,,265,0
Gold Ingot,,266,0
Iron Sword,,267,251
Wooden Sword,,268,60
Wooden Shovel,,269,0
Wooden Pickaxe,,270,0
Wooden Axe,,271,0
Stone Sword,,272,132
Stone Shovel,,273,0
Stone Pickaxe,,274,0
Stone Axe,,275,0
Diamond Sword,,276,0
Diamond Shovel,,277,0
Diamond Pickaxe,,278,0
Diamond Axe,,279,0
Stick,,280,0
Bowl,,281,0
Mushroom Stew,,282,0
Gold Sword,,283,33
Gold Shovel,,284,0
Gold Pickaxe,,285,0
Gold Axe,,286,0
String,,287,0
Feather,,288,0
Gunpowder,,289,0
Wooden Hoe,,290,0
Stone Hoe,,291,0
Iron Hoe,,292,0
Diamond Hoe,,293,0
Gold Hoe,,294,0
Wheat Seeds,,295,0
Wheat,,296,0
Bread,,297,0
Leather Helmet,,298,0
Leather Chestplate,,299,0
Leather Leggings,,300,0
Leather Boots,,301,0
Chainmail Helmet,,302,0
Chainmail Chestplate,,303,0
Chainmail Leggings,,304,0
Chainmail Boots,,305,0
Iron Helmet,,306,0
Iron Chestplate,,307,0
Iron Leggings,,308,0
Iron Boots,,309,0
Diamond Helmet,,310,0
Diamond Chestplate,,311,0
Diamond Leggings,,312,0
Diamond Boots,,313,0
Gold Helmet,,314,78
Gold Chestplate,,315,113
Gold Leggings,,316,106
Gold Boots,,317,92
Flint,,318,0
Raw Porkchop,,319,0
Cooked Porkchop,,320,0
Painting,,321,0
Golden Apple,,322,0
Enchanted Golden Apple,,322,1
Sign,,323,0
Wooden Door,,324,0
Bucket,,325,0
Water Bucket,,326,0
Lava Bucket,,327,0
Minecart,,328,0
Saddle,,329,0
Iron Door,,330,0
Redstone,,331,0
Snowball,,332,0
Boat,,333,0
Leather,,334,0
Milk Bucket,,335,0
Clay Brick,,336,0
Clay,,337,0
Sugar Cane,,338,0
Paper,,339,0
Book,,340,0
Slime Ball,,341,0
Storage Minecart,,342,0
Powered Minecart,,343,0
Egg,,344,0
Compass,,345,0
Fishing Rod,,346,0
Watch,,347,0
Glowstone Dust,,348,0
Raw Fish,,349,0
Cooked Fish,,350,0
Ink Sack,,351,0
Rose Red Dye,,351,1
Cactus Green Dye,,351,2
Coca Bean,,351,3
Lapis Lazuli,,351,4
Purple Dye,,351,5
Cyan Dye,,351,6
Light Gray Dye,,351,7
Gray Dye,,351,8
Pink Dye,,351,9
Lime Dye,,351,10
Dandelion Yellow Dye,,351,11
Light Blue Dye,,351,12
Magenta Dye,,351,13
Orange Dye,,351,14
Bone Meal,,351,15
Bone,,352,0
Sugar,,353,0
Cake,,354,0
Bed,,355,0
Redstone Repeater,,356,0
Cookie,,357,0
Map,,358,0
Shears,,359,0
Melon Slice,,360,0
Pumpkin Seeds,,361,0
Melon Seeds,,362,0
Raw Beef,,363,0
Steak,,364,0
Raw Chicken,,365,0
Cooked Chicken,,366,0
Rotten Flesh,,367,0
Ender Pearl,,368,0
Blaze Rod,,369,0
Ghast Tear,,370,0
Gold Nugget,,371,0
Nether Wart,,372,0
Water Bottle,,373,0
Awkward Potion,,373,16
Thick Potion,,373,32
Mundane Potion,,373,64
Regeneration Potion,,373,8193
Speed Potion,,373,8194
Fire Resistance Potion,,373,8195
Poison Potion,,373,8196
Healing Potion,,373,8197
Night Vision Potion,,373,8198
Weakness Potion,,373,8200
Strength Potion,,373,8201
Slowness Potion,,373,8202
Harming Potion,,373,8204
Invisibility Potion,,373,8206
Regeneration Potion 2,,373,8225
Speed Potion 2,,373,8226
Poison Potion 2,,373,8228
Healing Potion 2,,373,8229
Strength Potion 2,,373,8233
Harming Potion 2,,373,8236
Regeneration Potion Extended,,373,8257
Speed Potion Extended,,373,8258
Fire Resistance Potion Extended,,373,8259
Poison Potion Extended,,373,8260
Night Vision Potion Extended,,373,8262
Weakness Potion Extended,,373,8264
Strength Potion Extended,,373,8265
Slowness Potion Extended,,373,8266
Invisibility Potion Extended,,373,8270
Regeneration Potion 2 Extended,,373,8289
Speed Potion 2 Extended,,373,8290
Poison Potion 2 Extended,,373,8292
Strength Potion 2 Extended,,373,8297
Splash Potion of Regeneration,,373,16385
Splash Potion of Speed,,373,16386
Splash Potion of Fire Resistance,,373,16387
Splash Potion of Poison,,373,16388
Splash Potion of Healing,,373,16389
Splash Potion of Night Vision,,373,16390
Splash Potion of Weakness,,373,16392
Splash Potion of Strength,,373,16393
Splash Potion of Slowness,,373,16394
Splash Potion of Harming,,373,16396
Splash Potion of Invisibility,,373,16398
Splash Potion of Regeneration 2,,373,16417
Splash Potion of Speed 2,,373,16418
Splash Potion of Poison 2,,373,16420
Splash Potion of Healing 2,,373,16421
Splash Potion of Strength 2,,373,16425
Splash Potion of Harming 2,,373,16428
Splash Potion of Regeneration Extended,,373,16449
Splash Potion of Speed Extended,,373,16450
Splash Potion of Fire Resistance Extended,,373,16451
Splash Potion of Fire Extended,,373,16452
Splash Potion of Night Vision Extended,,373,16454
Splash Potion of Weakness Extended,,373,16456
Splash Potion Of Strength,,373,16457
Splash Potion of Slowness Extended,,373,16458
Splash Potion of Invisibility Extended,,373,16462
Splash Potion of Extended Regeneration 2,,373,16481
Splash Potion of Extended Speed 2,,373,16482
Splash Potion of Extended Poison 2,,373,16484
Splash Potion of Extended Strength 2,,373,16489
Glass Bottle,,374,0
Spider Eye,,375,0
Fermented Spider Eye,,376,0
Blace Powder,,377,0
Magma Cream,,378,0
Brewing Stand,,379,0
Cauldron,,380,0
Eye of Ender,,381,0
Glistering Melon,,382,0
Creeper Spawn Egg,,383,50
Skeleton Spawn Egg,,383,51
Spider Spawn Egg,,383,52
Zombie Spawn Egg,,383,54
Slime Spawn Egg,,383,55
Ghast Spawn Egg,,383,56
Zombie Pigmen Spawn Egg,,383,57
Endermen Spawn Egg,,383,58
Cave Spider Spawn Egg,,383,59
Silverfish Spawn Egg,,383,60
Blaze Spawn Egg,,383,61
Magma Cube Spawn Egg,,383,62
Bat Spawn Egg,,383,65
Witch Spawn Egg,,383,66
Pig Spawn Egg,,383,90
Sheep Spawn Egg,,383,91
Cow Spawn Egg,,383,92
Chicken Spawn Egg,,383,93
Squid Spawn Egg,,383,94
Wolf Spawn Egg,,383,95
Mooshroom Spawn Egg,,383,96
Ocelot Spawn Egg,,383,98
Horse Spawn Egg,,383,100
Villager Spawn Egg,,383,120
XP Bottle,,384,0
Fire Charge,,385,0
Book and Quill,,386,0
Written Book,,387,0
Emerald,,388,0
Item Frame,,389,0
Flower Pot,,390,0
Carrot,,391,0
Potato,,392,0
Baked Potato,,393,0
Poisonous Potato,,394,0
Empty Map,,395,0
Golden Carrot,,396,0
Skeleton Head,,397,0
Wither Head,,397,1
Zombie Head,,397,2
Player Head,,397,3
Creeper Head,,397,4
Carrot on a Stick,,398,0
Nether Star,,399,0
Pumpkin Pie,,400,0
Firework Rocket,,401,0
Firework Star,,402,0
Enchanted Book,,403,0
Redstone Comparator,,404,0
Nether Brick,,405,0
Nether Quartz,,406,0
TNT Minecart,,407,0
Hopper Minecart,,408,0
Iron Horse Armor,,417,0
Gold Horse Armor,,418,0
Diamond Horse Armor,,419,0
Lead,,420,0
Name Tag,,421,0
13 Disk,,2256,0
Cat Disk,,2257,0
Blocks Disk,,2258,0
Chirp Disk,,2259,0
Far Disk,,2260,0
Mall Disk,,2261,0
Mellohi Disk,,2262,0
Stal Disk,,2263,0
Strad Disk,,2264,0
Ward Disk,,2265,0
11 Disk,,2266,0
Wait Disk,,2267,0
